,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11
enables,1.8859531852457794,0.01,0.01,12.71507963959166,0.01,0.01,0.01,0.01,0.01,0.01,4.428967175143167
dirty,1.9218726342393597,0.01,0.01,0.01,0.01,0.01,1.0981273657462418,0.01,0.01,0.01,0.01
knowledge,1.934241235516697,0.01,0.01,0.01,0.01,0.01,0.01,1.489374261820617,0.01,2.6063845026510974,0.01
incremental,1.936209891509606,2.3275879826017127,0.01,0.01,0.01,0.01,2.692412017382561,0.01,0.01,5.083790108482921,0.01
sure,1.9545489610329125,0.01,2.962164209845823,3.5629974613290374,7.868622211956778,0.01,7.475670679244119,0.01,9.67598680933704,0.01,11.57000966723191
type,1.9725461538679518,10.296577094327029,0.01,22.1418753634162,0.01,0.01,0.01,3.3071532767573633,0.01,92.94703773035643,11.394810381254505
overkill,2.0099999999633154,1.0099999999948648,0.01,0.01,0.01,0.01,1.0099999999888662,0.01,0.01,0.01,0.01
preflight,2.009999999964509,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
unrelated,2.0099999999652423,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
stabilize,2.0099999999793376,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
deserialize,2.009999999984296,0.01,1.0099999999975633,1.0099999999857932,0.01,0.01,0.01,0.01,0.01,0.01,1.009999999993807
fqdn,2.009999999986934,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
unacceptable,2.0099999999874427,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
lieu,2.009999999988183,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
incrementally,2.0099999999887066,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999950184,0.01,0.01
accounting,2.0099999999918134,6.009999999997109,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
globbing,2.009999999992446,0.01,0.01,0.01,0.01,0.01,1.0099999999900535,0.01,0.01,0.01,0.01
illusion,2.0099999999926856,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
znodes,2.009999999992688,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
os,2.00999999999284,0.01,0.01,0.01,0.01,0.01,26.0099999999934,0.01,0.01,0.01,0.01
webservices,2.0099999999929863,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
closer,2.00999999999311,0.01,0.01,0.01,0.01,0.01,2.009999999988385,0.01,0.01,0.01,0.01
principle,2.0099999999931977,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
terasort,2.0099999999939597,0.01,0.01,0.01,0.01,2.0099999999942977,0.01,0.01,0.01,0.01,0.01
listen,2.009999999994186,0.01,1.0099999999971196,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
recurrent,2.009999999994282,1.0099999999946347,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
initializer,2.009999999994584,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
viewfilesystem,2.009999999994675,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
irrespective,2.0099999999947844,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
realize,2.0099999999949025,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999930187,0.01,0.01,0.01
empower,2.009999999995163,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
st,2.0099999999954576,0.01,0.01,0.01,0.01,0.01,6.009999999995317,0.01,0.01,0.01,0.01
tokenauth,2.0099999999957054,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
consideration,2.009999999996065,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
responder,2.0099999999960683,0.01,0.01,0.01,0.01,0.01,1.0099999999942597,0.01,0.01,0.01,0.01
refactoring,2.0099999999964293,0.01,0.01,7.919527130004539,0.01,0.01,1.1004728699784585,0.01,0.01,0.01,0.01
keyprovider,2.009999999996734,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.0099999999932345,0.01,0.01
fork,2.009999999996822,1.7664538615779293,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.2535461384100306,0.01
frontends,2.0099999999971194,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
volatile,2.0099999999971545,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
callq,2.009999999997191,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
reader,2.027750207477117,0.01,0.01,0.01,0.01,0.01,37.570727528266545,4.431522264240373,0.01,0.01,0.01
grow,2.0476575720620094,0.01,0.01,0.01,0.01,0.01,4.704918930231165,1.2774234976905896,0.01,0.01,0.01
accord,2.0479093895448206,0.01,1.4534101692829045,0.01,0.01,0.01,6.448187301829623,3.903826210121988,0.01,0.01,6.196666929198706
inefficient,2.0642002304999787,0.01,0.01,1.1127211756092144,0.01,0.01,2.8491049924422307,4.11829679098177,0.01,0.01,2.90567681044258
ideal,2.0672353989625196,8.001516878611987,0.01,2.7548783765064524,0.01,0.01,0.01,1.1348857383162043,0.01,0.01,1.091483607579366
confuse,2.081416927137061,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.9012143746166117,5.04736869823168
inode,2.0980303497550574,9.433611730905964,0.01,0.01,0.01,0.01,7.498357919317479,0.01,0.01,0.01,0.01
functional,2.10244254797941,0.01,0.01,6.917557452002882,0.01,0.01,0.01,0.01,0.01,0.01,0.01
apis,2.1446347470148193,0.01,0.01,81.8325275389539,6.048289128742244,5.29933727907981,0.01,0.01,0.01,0.01,7.725211306190778
invoke,2.148788069251415,0.01,0.01,0.01,0.01,0.01,2.7699439188493953,0.01,0.01,0.01,9.111268011884528
notion,2.1784397206878934,0.01,0.01,0.01,0.01,0.01,1.341056063984155,0.01,0.01,0.01,5.510504215310921
costly,2.2035214740657483,3.0628404967088194,0.01,0.01,0.01,0.01,0.01,1.7636380292141,0.01,0.01,0.01
replacement,2.2345214852518316,0.01,0.01,0.01,0.01,3.685689650996473,0.01,6.109788863728357,0.01,0.01,0.01
relevant,2.240970682656959,8.442860782135543,3.304028238654148,23.052140296538436,0.01,0.01,0.01,0.01,0.01,0.01,0.01
transient,2.259140171454739,0.01,0.01,4.437102709007075,0.01,0.01,0.01,0.01,0.01,1.333757119512329,0.01
har,2.2733755983811568,0.01,0.01,0.01,0.01,0.01,10.746624401610855,0.01,0.01,0.01,0.01
direct,2.2828049720414434,0.01,0.01,0.01,2.2324149815477776,28.86281778637046,4.661962260023595,0.01,0.01,0.01,0.01
inner,2.2936854184289377,0.01,0.01,0.01,0.01,0.01,4.759999133472786,0.01,0.01,4.976315448081148,0.01
panel,2.299171954150593,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.7208280458413687
ahead,2.3103321220442203,0.01,0.01,0.01,0.01,0.01,5.594200737668529,0.01,0.01,0.01,1.1254671402643286
ideally,2.3220150559422565,2.2286927940481283,0.01,0.01,0.01,0.01,11.195234623835995,2.1306739138719704,0.01,0.01,5.173383612280415
represent,2.386678601179422,2.2808425127314607,0.01,0.01,0.01,0.01,0.01,4.7719472954529625,3.7451686896056597,0.01,4.865362901005231
actually,2.387225878599128,7.1194565872181,0.01,7.809662755759183,3.2297817764597436,0.01,11.274329699809485,5.757540681187712,0.01,3.492002620944517,0.01
recursive,2.4257973756669533,0.01,0.01,7.083360192341951,2.043291220691833,0.01,0.01,0.01,9.021588395143349,0.01,6.475962816132476
insert,2.452132806176434,0.01,0.01,0.01,0.01,0.01,0.01,8.799237412807969,0.01,0.01,5.778629781001174
discover,2.4539260981164683,0.01,0.01,0.01,0.01,0.01,4.196403747038944,0.01,0.01,6.645604075468132,2.7440660793562346
especially,2.5129591441502908,8.226011227256851,2.6122641438045022,8.472879890373546,0.01,1.9684836673998674,21.2039381379854,0.01,0.01,6.073463789008126,0.01
stand,2.515385874328132,1.1537639105932918,0.01,2.0256435419056507,0.01,0.01,4.345206673154372,0.01,0.01,0.01,0.01
actual,2.5174099790347237,8.827549917887213,0.01,0.01,0.01,21.962815221432177,2.311379007385411,1.7962487794627677,0.01,4.644597094775999,0.01
true,2.5334181788382235,13.278936723417136,2.370315052474356,0.01,0.01,32.83463700892545,0.01,0.01,0.01,6.0864788295973975,3.9562142067296633
lack,2.565913739551332,4.814205465045448,0.01,0.01,0.01,0.01,3.2281385703733756,3.5720999585511066,0.01,0.01,2.8696422664529315
configuration,2.586807735106709,72.51725518169921,0.01,163.92437596774565,15.931272547718162,0.01,0.01,0.01,6.386111155520468,33.400648574352914,40.32352883783837
agent,2.6092227193750763,0.01,0.01,0.01,15.009999999997914,0.01,1.4107772806137204,0.01,0.01,0.01,0.01
benefit,2.6248363455305506,0.01,0.01,14.991101723629342,0.01,0.01,12.168519585326958,8.359049000214759,0.01,0.01,16.90649334527948
seek,2.644088447780097,0.01,0.01,0.01,50.61713673667705,0.01,7.022902994782141,4.755871820743436,0.01,0.01,0.01
ready,2.683006274126657,0.01,0.01,0.01,0.01,2.055422782147863,0.01,4.534989021189706,0.01,0.01,2.766581922516704
concept,2.72502810438947,9.150621657307012,0.01,0.01,0.01,0.01,0.01,0.01,1.1543502382751147,0.01,0.01
gid,2.7356454596695685,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.2843545403204537
lead,2.830234980181848,7.596330133510143,1.3836907741441462,0.01,2.201830501822944,0.01,21.001237852258228,9.046675758064207,0.01,0.01,0.01
underlie,2.8394275531218165,0.01,0.01,12.160694167803655,0.01,0.01,0.01,0.01,0.01,15.029878279058595,0.01
assumes,2.8510619376335913,0.01,0.01,0.01,0.01,0.01,3.7256418917009984,3.1870936961751775,2.2762024744604785,0.01,0.01
membership,2.870663803370651,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11.149336196618174
care,2.890371603865244,2.615488564699765,0.01,2.8936431767324873,0.01,0.01,0.01,0.01,0.01,0.01,5.640496654682105
zkfc,2.9230167831740483,0.01,0.01,0.01,0.01,0.01,16.0969832168178,0.01,0.01,0.01,0.01
turn,2.942879839040608,6.861016582420862,0.01,6.420791318197732,0.01,0.01,0.01,1.6737650220024127,0.01,0.01,7.151547238314403
limitation,2.96355934336134,0.01,6.535720896324938,0.01,4.00985721059461,0.01,2.74872534342425,1.7921372062733418,0.01,0.01,0.01
creates,2.9790292454554637,0.01,0.01,0.01,0.01,5.1853355777426655,15.851737231507467,11.820419008178904,0.01,0.01,3.213478937092367
mind,2.9870523247010548,0.01,0.01,0.01,0.01,0.01,5.032947675285314,0.01,0.01,0.01,0.01
outer,2.9899363185832493,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.0300636814071855,0.01
pass,2.994201265294638,10.652588406196424,0.01,7.866050067308536,0.01,0.01,0.01,2.9053925387242074,0.01,13.800450768591798,4.8413169538640695
nicer,3.0099999999802223,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
lazy,3.0099999999876834,1.0099999999924716,0.01,0.01,0.01,0.01,5.00999999999485,0.01,0.01,0.01,0.01
sophisticated,3.0099999999905718,0.01,0.01,0.01,0.01,0.01,1.0099999999927471,0.01,0.01,0.01,0.01
arbitrarily,3.0099999999910447,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
mandatory,3.0099999999926745,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
ipv,3.0099999999928873,0.01,0.01,0.01,1.0099999999985454,0.01,0.01,0.01,0.01,0.01,0.01
disable,3.0099999999931013,5.470801614869891,0.01,0.01,0.01,0.01,6.54919838511754,0.01,0.01,0.01,0.01
fc,3.0099999999931994,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.009999999994374
namespaces,3.009999999994198,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
firewall,3.009999999994481,0.01,0.01,0.01,0.01,0.01,1.0099999999867189,0.01,0.01,0.01,0.01
waste,3.0099999999948777,0.01,0.01,0.01,0.01,0.01,0.01,6.906825787075599,0.01,1.113174212910422,0.01
aliyun,3.009999999995612,0.01,0.01,0.01,0.01,0.01,11.009999999993546,0.01,0.01,0.01,0.01
audience,3.0099999999959253,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
impls,3.0099999999964213,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
callee,3.0099999999975444,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
rough,3.0099999999975444,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
excessive,3.061891039327844,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.958108960648743,0.01
grant,3.0799772424804255,0.01,0.01,0.01,4.940022757510095,0.01,0.01,0.01,0.01,0.01,0.01
assume,3.0950205220566542,7.757018315872066,0.01,1.5806991915606943,4.8972291109513515,2.796413181866134,11.933619677670578,0.01,0.01,0.01,0.01
limit,3.1269917551917716,38.59259363636693,0.01,0.01,20.36325247861643,0.01,10.338978232880404,0.01,10.628183896927741,0.01,0.01
serialize,3.1456230790320605,0.01,3.493288320198896,0.01,0.01,0.01,0.01,0.01,0.01,12.391088600755225,0.01
contention,3.1574651299502543,0.01,0.01,0.01,0.01,0.01,6.86253487003924,0.01,0.01,0.01,0.01
world,3.179948441118721,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8.840051558870046
aim,3.198897657665464,1.2638629184427363,2.901838642820869,0.01,0.01,0.01,7.659974585612847,2.117952906682454,0.01,0.01,3.9174732887505104
consumption,3.201285959695283,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7.818714040293166,0.01,0.01
instantiation,3.203004987299856,0.01,0.01,0.01,0.01,0.01,3.8169950126863417,0.01,0.01,0.01,0.01
convert,3.2196591966247765,0.01,0.01,11.034453200707246,0.01,1.3230723785037732,0.01,0.01,0.01,0.01,5.462815224140959
optional,3.2294298789047113,0.01,0.01,0.01,0.01,1.9983833899862684,0.01,0.01,0.01,16.44046308744783,3.3717236436433877
spill,3.24372974768285,0.01,0.01,0.01,0.01,0.01,10.77627025230541,0.01,0.01,0.01,0.01
version,3.25093656872854,18.793484860303245,202.05456440838282,0.01,0.01,0.01,0.01,8.440464849273008,0.01,0.01,48.51054931329512
mapped,3.268073719311827,0.01,0.01,0.01,0.01,0.01,0.01,1.0589015275814944,0.01,3.703024753087027,0.01
finally,3.2709212360131534,3.735238167663028,2.4486272975964907,0.01,0.01,0.01,2.5852132987087977,0.01,0.01,2.0099999999965767,0.01
improvement,3.274184991722916,8.491072258922488,9.918764495948235,13.163222710964325,0.01,0.01,20.498853895322,7.6266840715608915,8.097217575539322,0.01,0.01
usual,3.286397740624014,1.220621366042203,0.01,0.01,0.01,1.0099999999983935,0.01,1.5229808933107998,0.01,0.01,0.01
quality,3.289094046101884,0.01,0.01,0.01,0.01,0.01,0.01,4.730905953886847,0.01,0.01,0.01
team,3.295273443874578,0.01,0.01,0.01,0.01,0.01,1.1808272390105516,0.01,0.01,0.01,12.55389931709147
deployed,3.303566295343124,2.4018289369527333,0.01,0.01,0.01,0.01,2.3246047676876738,0.01,0.01,0.01,0.01
fully,3.3083344739871667,3.6940977799201846,0.01,5.5221654559749505,0.01,0.01,0.01,0.01,0.01,0.01,1.5154022900950697
separately,3.3409868616180916,0.01,0.01,0.01,1.1071092872844996,0.01,3.2551009879592274,1.600634530280455,0.01,0.01,2.746168332834632
common,3.3502451402174955,0.01,0.01,233.4863884988554,0.01,0.01,19.19336636091187,0.01,0.01,0.01,0.01
immediate,3.3826324465937225,0.01,0.01,0.01,0.01,0.01,3.637367553385417,0.01,0.01,0.01,0.01
future,3.391055202890514,10.239796823675757,5.46246602478337,8.207885072997863,0.01,17.230885889314493,9.406074153988254,0.01,0.01,8.131836832330091,0.01
unix,3.4509836904054967,0.01,0.01,0.01,0.01,3.3055083094290074,0.01,0.01,0.01,0.01,11.273508000150425
internally,3.5705332022240337,0.01,0.01,2.219419825007151,0.01,0.01,0.01,0.01,0.01,7.240046972751044,0.01
serve,3.583147242848827,13.345795613372465,0.01,3.9278278154271726,0.01,0.01,7.421492414803347,0.01,0.01,0.01,5.7717369135286924
bad,3.599240862541938,0.01,0.01,0.01,4.396725013383054,0.01,7.743158986705575,7.381552935056959,0.01,2.899964006061164,2.039358196226691
readable,3.6108115903920424,0.01,0.01,0.01,0.01,0.01,0.01,2.409188409589772,0.01,0.01,0.01
discard,3.6733100864402624,0.01,0.01,0.01,0.01,0.01,6.472999596214083,0.01,0.01,2.8836903173316086,0.01
provision,3.674982890225862,0.01,0.01,15.179734246297702,0.01,0.01,2.175282863458094,0.01,0.01,0.01,0.01
generalize,3.6986134198977108,0.01,0.01,12.321386580090397,0.01,0.01,0.01,0.01,0.01,0.01,0.01
instantiate,3.7110921804023844,3.4829413580226993,0.01,3.1665785437139116,0.01,0.01,0.01,0.01,0.01,5.679387917843833,0.01
party,3.7801456721776643,1.1191677223946797,0.01,14.125588266115994,0.01,0.01,0.01,0.01,0.01,0.01,6.015098339292431
illustrate,3.810123754151996,0.01,0.01,0.01,0.01,0.01,1.282242152207587,0.01,1.0099999999957938,0.9376340936280163,0.01
preference,3.840107322289237,0.01,0.01,0.01,0.01,1.1798926776994292,0.01,0.01,0.01,0.01,0.01
bypass,3.8567180315224614,4.449562409507106,0.01,1.168464708951227,0.01,0.01,1.5652548499921237,0.01,0.01,0.01,0.01
clean,3.8598391600637156,4.314417078131075,0.01,0.01,0.01,0.01,0.01,5.140486269178726,2.1791780947748878,9.556079397835276,0.01
advantage,3.8734469333379433,4.04462679906956,1.7349174993439753,0.01,0.01,0.01,8.071117321446561,2.2221314545509876,4.485536512072474,2.4291149207535416,4.219108559401309
drop,3.895969186858336,1.2193682154225725,0.01,6.914662597700068,0.01,0.01,0.01,0.01,0.01,0.01,0.01
optimize,3.9115290613001057,0.01,0.01,0.01,0.01,0.01,11.773653081966481,11.779935543420665,0.01,5.005586004841683,3.579296308452827
purpose,3.9501596988323198,8.698309975807247,0.01,9.006082308118229,0.01,0.01,0.01,6.1792477759445505,5.358168557351638,4.172839074528736,1.7051926093986358
doc,3.95076127065447,0.01,1.5355555657606994,4.323866579357617,0.01,1.5196604738762496,3.520735883744614,0.01,2.0799127593246736,0.01,1.139507467257868
supply,3.9535202990787126,1.1499387313782938,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.926540969524192,0.01
subclass,3.9700521807880955,0.01,0.01,2.8237419506787904,0.01,0.01,3.592621729422759,0.01,0.01,9.653584139095441,0.01
guard,4.009999999975975,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
validates,4.009999999988608,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
forever,4.009999999991478,0.01,0.01,0.01,0.01,1.0099999999965148,0.01,0.01,2.009999999995388,0.01,0.01
kdiag,4.009999999992759,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
verification,4.009999999994859,3.009999999984991,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
feel,4.009999999995355,0.01,0.01,0.01,0.01,1.3941942179722728,2.625805782010359,0.01,0.01,0.01,0.01
snakeyaml,4.009999999995827,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
filterhandler,4.009999999997487,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
safely,4.009999999997632,0.01,0.01,0.01,0.01,0.01,1.1908690616101585,0.01,0.01,0.01,2.829130938372844
suggestion,4.101180885766326,1.1772258734757972,0.01,0.01,0.01,0.01,0.01,7.751593240736072,0.01,0.01,0.01
best,4.117377255153246,1.4450944205115757,0.01,6.983207945736949,0.01,0.01,8.363343664936078,0.01,0.01,0.01,3.1409767136381
basis,4.1270102750019655,4.704458706994019,0.01,5.106797165429551,0.01,0.01,2.1017338525571123,0.01,0.01,0.01,0.01
arbitrary,4.127575663712932,0.01,0.01,4.963469346708196,0.01,0.01,4.17261666179393,0.01,0.01,8.724941697447388,3.0613966303194013
discussion,4.221236756944049,0.01,0.01,18.14764739587468,0.01,0.01,6.70908104175592,2.1862336633489807,0.01,0.01,7.785801142057075
setting,4.275606076886375,0.01,0.01,4.256226667390984,5.136102789347918,7.373844452297251,0.01,0.01,0.01,0.01,3.008220014056409
combine,4.344033998489185,0.01,0.01,0.01,3.418472661705521,0.01,0.01,6.363294753314835,0.01,3.9141985864742255,0.01
viewfs,4.349753923016301,0.01,0.01,14.670246076975134,0.01,0.01,0.01,0.01,0.01,0.01,0.01
sign,4.359725955148227,0.01,0.01,12.66027404484278,0.01,0.01,0.01,0.01,0.01,0.01,0.01
length,4.380261563589243,0.01,0.01,0.01,0.01,0.01,0.01,20.19478276081277,0.01,13.454955675580647,0.01
topology,4.44807088894334,0.01,0.01,0.01,0.01,0.01,34.571929111047794,0.01,0.01,0.01,0.01
easily,4.463588693083586,10.124350686786341,0.01,16.138892513885175,0.01,0.01,8.076393594148103,6.149748577693045,0.01,0.01,10.107025934381877
thousand,4.476856477663063,2.467362016777511,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.085781505537138
extension,4.648303264447974,1.1034666694147195,0.01,0.01,0.01,0.01,6.961303904752329,0.01,2.0361421464909593,0.01,13.300784014874527
keytab,4.668097377791979,0.01,2.0099999999987648,10.351902622199782,0.01,0.01,0.01,0.01,0.01,0.01,0.01
refer,4.7241338545126155,0.01,0.01,12.22211176216813,0.01,0.01,0.01,0.01,0.01,0.01,5.083754383304951
broken,4.76987656239928,0.01,0.01,0.01,0.01,0.01,2.954639858186679,0.01,0.01,1.3054835793969932,0.01
experience,4.7862924178061235,0.01,0.01,0.01,5.71783500496075,0.01,0.01,1.3119251991869585,0.9792435396490794,3.254703838377838,0.01
look,4.814903822754534,18.695474228767775,3.858065603878395,2.9270661216986977,0.01,0.01,33.1300555315059,0.01,7.225908270699218,33.41852642067461,0.01
incoming,4.826565839719345,0.01,0.01,0.01,3.00999999999689,0.01,6.193434160271884,0.01,0.01,0.01,0.01
rule,4.932386236517395,0.01,2.372202249421765,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.725411514049754
straightforward,4.956622105744627,0.01,0.01,3.98703895243521,1.0863389418004585,0.01,0.01,0.01,0.01,0.01,0.01
employ,4.967340006839645,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.052659993151463,0.01
overflow,5.009999999982668,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999957627,0.01,0.01,0.01
jsch,5.009999999984406,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
publish,5.009999999989564,0.01,6.009999999996219,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
kv,5.00999999998973,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
election,5.009999999994011,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
vip,5.009999999997928,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
init,5.075917123106136,0.01,0.01,0.01,5.279849915385602,0.01,0.01,0.01,0.01,0.01,2.674232961490729
hit,5.128426623222493,0.01,0.01,0.01,0.01,0.01,5.7984102323169155,5.103163144449425,0.01,0.01,0.01
synchronize,5.1440376726856,0.01,0.01,0.01,1.1010374214848981,0.01,7.798128203510918,14.844982761908815,0.01,5.161813940394241,0.01
erasure,5.222189295850316,0.01,9.797810704139412,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
improve,5.251022069941138,6.075456810195281,3.732651738791214,14.147766720019883,36.344661830021074,6.607370401101443,27.521566939122966,23.646039757078388,27.35534887079717,5.25011478270935,7.178000080200774
deployment,5.2898671247321545,6.206456659498194,1.6485790942541596,27.008789789235376,0.01,0.01,3.8963073322640396,0.01,0.01,0.01,0.01
member,5.3659820332913295,0.01,0.01,0.01,0.01,0.01,0.01,4.9275105036393745,0.01,10.101677074079321,2.644830388971748
problematic,5.703805308446489,0.01,1.0870936747439612,0.01,0.01,0.01,3.239101016798347,0.01,0.01,0.01,0.01
hostname,5.776147542140007,0.01,0.01,0.01,0.01,0.01,0.01,0.01,18.243852457854892,0.01,0.01
persistent,5.777558001727744,0.01,0.01,0.01,0.01,0.01,0.01,3.2424419982582573,0.01,0.01,0.01
mitigate,5.798911065144582,2.6734873075023686,0.01,0.01,0.01,0.01,0.01,2.1205006369936226,0.01,0.01,3.447100990339281
prevents,5.80487851898269,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.215121480999182
original,5.845568992897153,0.01,5.004261346452757,5.163848352756943,0.01,38.836198095988536,0.01,0.01,0.01,7.200123211883408,0.01
decoder,5.936484363000597,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.083515636987538,0.01
away,5.9510387395279185,0.01,0.01,0.01,0.01,0.01,2.068961260452411,0.01,0.01,0.01,0.01
attempt,5.989088104830647,6.468176001451195,0.01,9.612967770143417,9.934030384844952,22.362739587365336,0.01,0.01,9.775214599960341,0.01,4.927783551384476
proposes,5.990588724039128,2.0404463351351136,0.01,23.746447483961397,0.01,0.01,2.9167422489750368,0.01,0.01,0.01,6.355775207869933
manages,6.0099999999870946,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
cryptographic,6.009999999993078,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
transport,6.009999999995456,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
flag,6.03434071503058,5.076637202787923,1.9190220821661217,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
generation,6.084308271400293,0.01,0.01,3.280933190092778,0.01,0.01,0.01,13.664758538494647,0.01,0.01,0.01
reduce,6.166370407328536,25.379105622797812,0.01,0.01,2.075095973979897,0.01,97.87078239293534,35.08518549514291,41.809674349006386,26.683785758790005,0.01
aspect,6.175121468450525,0.01,0.01,5.611369327419693,0.01,0.01,0.01,2.243509204113824,0.01,0.01,0.01
optimization,6.224643402247033,0.01,0.01,0.01,0.01,0.01,10.939796638449701,22.01581035264897,1.4786578876559728,3.391091718983435,0.01
ops,6.225289882186783,0.01,0.01,0.01,0.01,0.01,0.01,1.9436962990123359,0.01,4.529903968924677,2.3411098498584786
path,6.284924417181023,0.01,0.01,0.01,22.886126028232788,0.01,7.162274877013976,0.01,0.01,152.8370013135551,28.879673364000833
register,6.314827652210476,0.01,0.01,1.995953931864064,0.01,0.01,0.01,0.01,12.077557204329427,5.6516612115800475,0.01
role,6.3917294829008515,0.01,3.1554214148978934,16.732911453117225,0.01,0.01,3.759937649067545,0.01,0.01,0.01,0.01
abstract,6.429984816370036,1.5574213248910576,0.01,0.01,0.01,15.663790535517284,3.67546107061244,0.01,0.01,0.01,5.723342252585728
mode,6.442636105146217,3.046922300982448,0.01,0.01,60.540441593858574,0.01,0.01,0.01,0.01,0.01,0.01
regard,6.5142137809088965,0.01,1.2892944330105167,0.01,0.01,0.01,1.742752118986613,0.01,0.01,1.493739667080136,0.01
adl,6.60057685833162,2.419423141654219,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
cover,6.682283402294814,0.01,0.01,0.01,0.01,9.918996628969532,0.01,0.01,1.13877295254512,0.01,3.2999470161711595
